;Unnamed: 0;Sentiment;Instagram Comment Text;step01;tokens;final_tokens;step02;finalText_str;ProcessedText
316;316;1;enakk musik nyaa . apa lagii lhatt ka agnes nyaa dance kaya nyaa nyamaann dan enakk bgt tuh kayaa nyaa;enakk musik nyaa apa lagii lhatt ka agnes nyaa dance kaya nyaa nyamaann dan enakk bgt tuh kayaa nyaa;['enakk', 'musik', 'nyaa', 'apa', 'lagii', 'lhatt', 'ka', 'agnes', 'nyaa', 'dance', 'kaya', 'nyaa', 'nyamaann', 'dan', 'enakk', 'bgt', 'tuh', 'kayaa', 'nyaa'];['enakk', 'musik', 'nyaa', 'apa', 'lagii', 'lhatt', 'ka', 'agnes', 'nyaa', 'dance', 'kaya', 'nyaa', 'nyamaann', 'dan', 'enakk', 'bgt', 'tuh', 'kayaa', 'nyaa'];enakk musik nyaa apa lagii lhatt ka agnes nyaa dance kaya nyaa nyamaann dan enakk bgt tuh kayaa nyaa;enakk musik nyaa apa lagii lhatt ka agnes nyaa dance kaya nyaa nyamaann dan enakk bgt tuh kayaa nyaa;enakk musik nyaa apa lagi lhatt ka agnes nyaa dance kaya nyaa nyamaann enakk bgt tuh kayaa nyaa
317;317;1;Asik bgts dancenya,apa lg lagunya mancappppp;asik bgts dancenya apa lg lagunya mancappppp;['asik', 'bgts', 'dancenya', 'apa', 'lg', 'lagunya', 'mancappppp'];['asik', 'bgts', 'dancenya', 'apa', 'lg', 'lagunya', 'mancappppp'];asik bgts dancenya apa lg lagunya mancappppp;asik bgts dancenya apa lg lagunya mancappppp;asik bgts dancenya apa lg lagu mancappppp
318;318;1;Ganteng banget meski aura... Kenceng banget & diragukan.semoga langgeng mami..;ganteng banget meski aura kenceng banget diragukan semoga langgeng mami;['ganteng', 'banget', 'meski', 'aura', 'kenceng', 'banget', 'diragukan', 'semoga', 'langgeng', 'mami'];['ganteng', 'banget', 'meski', 'aura', 'kenceng', 'banget', 'diragukan', 'semoga', 'langgeng', 'mami'];ganteng banget meski aura kenceng banget diragukan semoga langgeng mami;ganteng banget meski aura kenceng banget diragukan semoga langgeng mami;ganteng banget meski aura kenceng banget ragu moga langgeng mami
319;319;1;Mami depe cantik banget. Awet muda, ngga kalah sm penyanyi pendatang baru. Semoga samawa...  <USERNAME>;mami depe cantik banget awet muda ngga kalah sm penyanyi pendatang baru semoga samawa username;['mami', 'depe', 'cantik', 'banget', 'awet', 'muda', 'ngga', 'kalah', 'sm', 'penyanyi', 'pendatang', 'baru', 'semoga', 'samawa', 'username'];['mami', 'depe', 'cantik', 'banget', 'awet', 'muda', 'ngga', 'kalah', 'sm', 'penyanyi', 'pendatang', 'baru', 'semoga', 'samawa', 'username'];mami depe cantik banget awet muda ngga kalah sm penyanyi pendatang baru semoga samawa username;mami depe cantik banget awet muda ngga kalah sm penyanyi pendatang baru semoga samawa username;mami depe cantik banget awet muda ngga kalah sm nyanyi datang baru moga samawa username
320;320;1;Ganteng yesss. Mami cuco deh sama babang. Semoga langgeng ya unchhh lope mami;ganteng yesss mami cuco deh sama babang semoga langgeng ya unchhh lope mami;['ganteng', 'yesss', 'mami', 'cuco', 'deh', 'sama', 'babang', 'semoga', 'langgeng', 'ya', 'unchhh', 'lope', 'mami'];['ganteng', 'yesss', 'mami', 'cuco', 'deh', 'sama', 'babang', 'semoga', 'langgeng', 'ya', 'unchhh', 'lope', 'mami'];ganteng yesss mami cuco deh sama babang semoga langgeng ya unchhh lope mami;ganteng yesss mami cuco deh sama babang semoga langgeng ya unchhh lope mami;ganteng yesss mami cuco deh sama babang moga langgeng unchhh lope mami
321;321;1;Mbak dewi jadi lebih sabar keliahatannya... Keren semoga semakin langgeng;mbak dewi jadi lebih sabar keliahatannya keren semoga semakin langgeng;['mbak', 'dewi', 'jadi', 'lebih', 'sabar', 'keliahatannya', 'keren', 'semoga', 'semakin', 'langgeng'];['mbak', 'dewi', 'jadi', 'lebih', 'sabar', 'keliahatannya', 'keren', 'semoga', 'semakin', 'langgeng'];mbak dewi jadi lebih sabar keliahatannya keren semoga semakin langgeng;mbak dewi jadi lebih sabar keliahatannya keren semoga semakin langgeng;mbak dewi jadi lebih sabar keliahatannya keren moga makin langgeng
322;322;1;Soal pasangan hidup ijk salut sih sama mami depe.. ga matre n neko2.. yg penting single n cocok doi mau diajak merit.. ga kyk tetangga sblh saking matrenya suami org di embat jg..;soal pasangan hidup ijk salut sih sama mami depe ga matre neko yg penting single cocok doi mau diajak merit ga kyk tetangga sblh saking matrenya suami org di embat jg;['soal', 'pasangan', 'hidup', 'ijk', 'salut', 'sih', 'sama', 'mami', 'depe', 'ga', 'matre', 'neko', 'yg', 'penting', 'single', 'cocok', 'doi', 'mau', 'diajak', 'merit', 'ga', 'kyk', 'tetangga', 'sblh', 'saking', 'matrenya', 'suami', 'org', 'di', 'embat', 'jg'];['soal', 'pasangan', 'hidup', 'ijk', 'salut', 'sih', 'sama', 'mami', 'depe', 'ga', 'matre', 'neko', 'yg', 'penting', 'single', 'cocok', 'doi', 'mau', 'diajak', 'merit', 'ga', 'kyk', 'tetangga', 'sblh', 'saking', 'matrenya', 'suami', 'org', 'di', 'embat', 'jg'];soal pasangan hidup ijk salut sih sama mami depe ga matre neko yg penting single cocok doi mau diajak merit ga kyk tetangga sblh saking matrenya suami org di embat jg;soal pasangan hidup ijk salut sih sama mami depe ga matre neko yg penting single cocok doi mau diajak merit ga kyk tetangga sblh saking matrenya suami org di embat jg;soal pasang hidup ijk salut sama mami depe ga matre neko penting single cocok doi mau ajak rit ga kyk tetangga sblh saking matrenya suami org embat jg
323;323;1;mau duda mau singgel itu ngak masalah yg penting laki jaman sekarang setia menemani dunia akhirat amin good luck dewi persil sehat slalu dlm berkarya;mau duda mau singgel itu ngak masalah yg penting laki jaman sekarang setia menemani dunia akhirat amin good luck dewi persil sehat slalu dlm berkarya;['mau', 'duda', 'mau', 'singgel', 'itu', 'ngak', 'masalah', 'yg', 'penting', 'laki', 'jaman', 'sekarang', 'setia', 'menemani', 'dunia', 'akhirat', 'amin', 'good', 'luck', 'dewi', 'persil', 'sehat', 'slalu', 'dlm', 'berkarya'];['mau', 'duda', 'mau', 'singgel', 'itu', 'ngak', 'masalah', 'yg', 'penting', 'laki', 'jaman', 'sekarang', 'setia', 'menemani', 'dunia', 'akhirat', 'amin', 'good', 'luck', 'dewi', 'persil', 'sehat', 'slalu', 'dlm', 'berkarya'];mau duda mau singgel itu ngak masalah yg penting laki jaman sekarang setia menemani dunia akhirat amin good luck dewi persil sehat slalu dlm berkarya;mau duda mau singgel itu ngak masalah yg penting laki jaman sekarang setia menemani dunia akhirat amin good luck dewi persil sehat slalu dlm berkarya;mau duda mau singgel ngak masalah penting laki jaman sekarang setia tani dunia akhirat amin good luck dewi persil sehat slalu dlm karya
324;324;1;Muantepp ganteng...selamat menempuh hidup baru mg langgeng rumah tanggax bhagia n selladem ayem...??????;muantepp ganteng selamat menempuh hidup baru mg langgeng rumah tanggax bhagia selladem ayem;['muantepp', 'ganteng', 'selamat', 'menempuh', 'hidup', 'baru', 'mg', 'langgeng', 'rumah', 'tanggax', 'bhagia', 'selladem', 'ayem'];['muantepp', 'ganteng', 'selamat', 'menempuh', 'hidup', 'baru', 'mg', 'langgeng', 'rumah', 'tanggax', 'bhagia', 'selladem', 'ayem'];muantepp ganteng selamat menempuh hidup baru mg langgeng rumah tanggax bhagia selladem ayem;muantepp ganteng selamat menempuh hidup baru mg langgeng rumah tanggax bhagia selladem ayem;muantepp ganteng selamat tempuh hidup baru mg langgeng rumah tanggax bhagia selladem ayem
325;325;1;Mb depe langgeng yo karo masny.mb ibuku ngefans bgt sm mb depe dri mb sm mas saiful dlu smpe2 blng jdi pembntuny gapapala ktny,pgn bgt ktmu mb depe ibuku kami dijambi mb;mb depe langgeng yo karo masny mb ibuku ngefans bgt sm mb depe dri mb sm mas saiful dlu smpe blng jdi pembntuny gapapala ktny pgn bgt ktmu mb depe ibuku kami dijambi mb;['mb', 'depe', 'langgeng', 'yo', 'karo', 'masny', 'mb', 'ibuku', 'ngefans', 'bgt', 'sm', 'mb', 'depe', 'dri', 'mb', 'sm', 'mas', 'saiful', 'dlu', 'smpe', 'blng', 'jdi', 'pembntuny', 'gapapala', 'ktny', 'pgn', 'bgt', 'ktmu', 'mb', 'depe', 'ibuku', 'kami', 'dijambi', 'mb'];['mb', 'depe', 'langgeng', 'yo', 'karo', 'masny', 'mb', 'ibuku', 'ngefans', 'bgt', 'sm', 'mb', 'depe', 'dri', 'mb', 'sm', 'mas', 'saiful', 'dlu', 'smpe', 'blng', 'jdi', 'pembntuny', 'gapapala', 'ktny', 'pgn', 'bgt', 'ktmu', 'mb', 'depe', 'ibuku', 'kami', 'dijambi', 'mb'];mb depe langgeng yo karo masny mb ibuku ngefans bgt sm mb depe dri mb sm mas saiful dlu smpe blng jdi pembntuny gapapala ktny pgn bgt ktmu mb depe ibuku kami dijambi mb;mb depe langgeng yo karo masny mb ibuku ngefans bgt sm mb depe dri mb sm mas saiful dlu smpe blng jdi pembntuny gapapala ktny pgn bgt ktmu mb depe ibuku kami dijambi mb;mb depe langgeng yo karo masny mb ibu ngefans bgt sm mb depe dri mb sm mas saiful dlu smpe blng jdi pembntuny gapapala ktny pgn bgt ktmu mb depe ibu dijambi mb
326;326;1;Jangan di dengar kata 2 yg menyakitkan hati lebih baik tenang jalanin aja dengan pilihan andah sendiri bahagia itu biasanya ada di kata hatimu maju trus dan sukses bersama pasangan mu;jangan di dengar kata   yg menyakitkan hati lebih baik tenang jalanin aja dengan pilihan andah sendiri bahagia itu biasanya ada di kata hatimu maju trus dan sukses bersama pasangan mu;['jangan', 'di', 'dengar', 'kata', 'yg', 'menyakitkan', 'hati', 'lebih', 'baik', 'tenang', 'jalanin', 'aja', 'dengan', 'pilihan', 'andah', 'sendiri', 'bahagia', 'itu', 'biasanya', 'ada', 'di', 'kata', 'hatimu', 'maju', 'trus', 'dan', 'sukses', 'bersama', 'pasangan', 'mu'];['jangan', 'di', 'dengar', 'kata', 'yg', 'menyakitkan', 'hati', 'lebih', 'baik', 'tenang', 'jalanin', 'aja', 'dengan', 'pilihan', 'andah', 'sendiri', 'bahagia', 'itu', 'biasanya', 'ada', 'di', 'kata', 'hatimu', 'maju', 'trus', 'dan', 'sukses', 'bersama', 'pasangan', 'mu'];jangan di dengar kata yg menyakitkan hati lebih baik tenang jalanin aja dengan pilihan andah sendiri bahagia itu biasanya ada di kata hatimu maju trus dan sukses bersama pasangan mu;jangan di dengar kata yg menyakitkan hati lebih baik tenang jalanin aja dengan pilihan andah sendiri bahagia itu biasanya ada di kata hatimu maju trus dan sukses bersama pasangan mu;jangan dengar kata sakit hati lebih baik tenang jalanin aja pilih andah sendiri bahagia biasa di kata hati maju trus sukses sama pasang mu
327;327;1;Cakep,ganteng pacarnya dewi persik,udah ini aja jgn ganti lg yaa dewi;cakep ganteng pacarnya dewi persik udah ini aja jgn ganti lg yaa dewi;['cakep', 'ganteng', 'pacarnya', 'dewi', 'persik', 'udah', 'ini', 'aja', 'jgn', 'ganti', 'lg', 'yaa', 'dewi'];['cakep', 'ganteng', 'pacarnya', 'dewi', 'persik', 'udah', 'ini', 'aja', 'jgn', 'ganti', 'lg', 'yaa', 'dewi'];cakep ganteng pacarnya dewi persik udah ini aja jgn ganti lg yaa dewi;cakep ganteng pacarnya dewi persik udah ini aja jgn ganti lg yaa dewi;cakep ganteng pacar dewi persik udah aja jgn ganti lg yaa dewi
328;328;1;Beruntungnya Bella.. Orang2 jadi fokus ama komen lakinya. Coba kalo ngga, pasti model bajunya yang diceramahin ama netizen ??;beruntungnya bella orang jadi fokus ama komen lakinya coba kalo ngga pasti model bajunya yang diceramahin ama netizen;['beruntungnya', 'bella', 'orang', 'jadi', 'fokus', 'ama', 'komen', 'lakinya', 'coba', 'kalo', 'ngga', 'pasti', 'model', 'bajunya', 'yang', 'diceramahin', 'ama', 'netizen'];['beruntungnya', 'bella', 'orang', 'jadi', 'fokus', 'ama', 'komen', 'lakinya', 'coba', 'kalo', 'ngga', 'pasti', 'model', 'bajunya', 'yang', 'diceramahin', 'ama', 'netizen'];beruntungnya bella orang jadi fokus ama komen lakinya coba kalo ngga pasti model bajunya yang diceramahin ama netizen;beruntungnya bella orang jadi fokus ama komen lakinya coba kalo ngga pasti model bajunya yang diceramahin ama netizen;untung bella orang jadi fokus ama komen laki coba kalo ngga model baju diceramahin ama netizen
329;329;1;Beginilah pasangan suami istri yg normal.. Romantisme hanya dia dan istri yg tau. Ga perlu diumbar.. Tp dijaga. Yg suka umbar kemesraan iti kebanyakan menutupi kenyataan yg sebenarnya.;beginilah pasangan suami istri yg normal romantisme hanya dia dan istri yg tau ga perlu diumbar tp dijaga yg suka umbar kemesraan iti kebanyakan menutupi kenyataan yg sebenarnya;['beginilah', 'pasangan', 'suami', 'istri', 'yg', 'normal', 'romantisme', 'hanya', 'dia', 'dan', 'istri', 'yg', 'tau', 'ga', 'perlu', 'diumbar', 'tp', 'dijaga', 'yg', 'suka', 'umbar', 'kemesraan', 'iti', 'kebanyakan', 'menutupi', 'kenyataan', 'yg', 'sebenarnya'];['beginilah', 'pasangan', 'suami', 'istri', 'yg', 'normal', 'romantisme', 'hanya', 'dia', 'dan', 'istri', 'yg', 'tau', 'ga', 'perlu', 'diumbar', 'tp', 'dijaga', 'yg', 'suka', 'umbar', 'kemesraan', 'iti', 'kebanyakan', 'menutupi', 'kenyataan', 'yg', 'sebenarnya'];beginilah pasangan suami istri yg normal romantisme hanya dia dan istri yg tau ga perlu diumbar tp dijaga yg suka umbar kemesraan iti kebanyakan menutupi kenyataan yg sebenarnya;beginilah pasangan suami istri yg normal romantisme hanya dia dan istri yg tau ga perlu diumbar tp dijaga yg suka umbar kemesraan iti kebanyakan menutupi kenyataan yg sebenarnya;begini pasang suami istri normal romantisme dia istri tau ga perlu umbar tp jaga suka umbar mesra iti banyak tutup nyata benar
330;330;1;Naksir Ama ceweknya, kyanya lembut banget Kya bolu ??;naksir ama ceweknya kyanya lembut banget kya bolu;['naksir', 'ama', 'ceweknya', 'kyanya', 'lembut', 'banget', 'kya', 'bolu'];['naksir', 'ama', 'ceweknya', 'kyanya', 'lembut', 'banget', 'kya', 'bolu'];naksir ama ceweknya kyanya lembut banget kya bolu;naksir ama ceweknya kyanya lembut banget kya bolu;naksir ama cewek kyanya lembut banget kya bolu
331;331;1;Cewex luar biasa cntik... Cowox.. Mmmmhh hehe;cewex luar biasa cntik cowox mmmmhh hehe;['cewex', 'luar', 'biasa', 'cntik', 'cowox', 'mmmmhh', 'hehe'];['cewex', 'luar', 'biasa', 'cntik', 'cowox', 'mmmmhh', 'hehe'];cewex luar biasa cntik cowox mmmmhh hehe;cewex luar biasa cntik cowox mmmmhh hehe;cewex luar biasa cntik cowox mmmmhh hehe
332;332;1;Cewenya cantikk, the power of tajir ??;cewenya cantikk the power of tajir;['cewenya', 'cantikk', 'the', 'power', 'of', 'tajir'];['cewenya', 'cantikk', 'the', 'power', 'of', 'tajir'];cewenya cantikk the power of tajir;cewenya cantikk the power of tajir;cewenya cantikk the power of tajir
333;333;1;Alhamdulillah lebih ganteng babang Emran ya  <USERNAME> ??;alhamdulillah lebih ganteng babang emran ya username;['alhamdulillah', 'lebih', 'ganteng', 'babang', 'emran', 'ya', 'username'];['alhamdulillah', 'lebih', 'ganteng', 'babang', 'emran', 'ya', 'username'];alhamdulillah lebih ganteng babang emran ya username;alhamdulillah lebih ganteng babang emran ya username;alhamdulillah lebih ganteng babang emran username
334;334;1;Alhamdulillah  <USERNAME> gak jadi sama yg ini... engku emran masyaallah ganteng, anteng, sabar, sholeh, penyanyang, senyumnya cute.. baper dech;alhamdulillah username gak jadi sama yg ini engku emran masyaallah ganteng anteng sabar sholeh penyanyang senyumnya cute baper dech;['alhamdulillah', 'username', 'gak', 'jadi', 'sama', 'yg', 'ini', 'engku', 'emran', 'masyaallah', 'ganteng', 'anteng', 'sabar', 'sholeh', 'penyanyang', 'senyumnya', 'cute', 'baper', 'dech'];['alhamdulillah', 'username', 'gak', 'jadi', 'sama', 'yg', 'ini', 'engku', 'emran', 'masyaallah', 'ganteng', 'anteng', 'sabar', 'sholeh', 'penyanyang', 'senyumnya', 'cute', 'baper', 'dech'];alhamdulillah username gak jadi sama yg ini engku emran masyaallah ganteng anteng sabar sholeh penyanyang senyumnya cute baper dech;alhamdulillah username gak jadi sama yg ini engku emran masyaallah ganteng anteng sabar sholeh penyanyang senyumnya cute baper dech;alhamdulillah username gak jadi sama ini engku emran masyaallah ganteng anteng sabar sholeh nyanyang senyum cute baper dech
335;335;1;Cantik manis cewe nya .. cocok ajalah;cantik manis cewe nya cocok ajalah;['cantik', 'manis', 'cewe', 'nya', 'cocok', 'ajalah'];['cantik', 'manis', 'cewe', 'nya', 'cocok', 'ajalah'];cantik manis cewe nya cocok ajalah;cantik manis cewe nya cocok ajalah;cantik manis cewe cocok aja
336;336;1;Cewenya manis, cakepan yg skrg Dr yg kmrn ga jd.;cewenya manis cakepan yg skrg dr yg kmrn ga jd;['cewenya', 'manis', 'cakepan', 'yg', 'skrg', 'dr', 'yg', 'kmrn', 'ga', 'jd'];['cewenya', 'manis', 'cakepan', 'yg', 'skrg', 'dr', 'yg', 'kmrn', 'ga', 'jd'];cewenya manis cakepan yg skrg dr yg kmrn ga jd;cewenya manis cakepan yg skrg dr yg kmrn ga jd;cewenya manis cakep skrg dr kmrn ga jd
337;337;1;yg ini lbh cantik sih. hebat jg ni lakik ciwik nya cakep2 lho..;yg ini lbh cantik sih hebat jg ni lakik ciwik nya cakep lho;['yg', 'ini', 'lbh', 'cantik', 'sih', 'hebat', 'jg', 'ni', 'lakik', 'ciwik', 'nya', 'cakep', 'lho'];['yg', 'ini', 'lbh', 'cantik', 'sih', 'hebat', 'jg', 'ni', 'lakik', 'ciwik', 'nya', 'cakep', 'lho'];yg ini lbh cantik sih hebat jg ni lakik ciwik nya cakep lho;yg ini lbh cantik sih hebat jg ni lakik ciwik nya cakep lho;ini lbh cantik hebat jg ni lakik ciwik cakep lho
338;338;1;Semoga betul klo sma yg ini mh....klo bella mh udah dapet yg amat sangat pas lah????;semoga betul klo sma yg ini mh klo bella mh udah dapet yg amat sangat pas lah;['semoga', 'betul', 'klo', 'sma', 'yg', 'ini', 'mh', 'klo', 'bella', 'mh', 'udah', 'dapet', 'yg', 'amat', 'sangat', 'pas', 'lah'];['semoga', 'betul', 'klo', 'sma', 'yg', 'ini', 'mh', 'klo', 'bella', 'mh', 'udah', 'dapet', 'yg', 'amat', 'sangat', 'pas', 'lah'];semoga betul klo sma yg ini mh klo bella mh udah dapet yg amat sangat pas lah;semoga betul klo sma yg ini mh klo bella mh udah dapet yg amat sangat pas lah;moga betul klo sma ini mh klo bella mh udah dapet amat sangat pas
339;339;1;Semoga ga putus lagi ya. Ka bella udah bahagia banget tuh, ga malu??? ??????;semoga ga putus lagi ya ka bella udah bahagia banget tuh ga malu;['semoga', 'ga', 'putus', 'lagi', 'ya', 'ka', 'bella', 'udah', 'bahagia', 'banget', 'tuh', 'ga', 'malu'];['semoga', 'ga', 'putus', 'lagi', 'ya', 'ka', 'bella', 'udah', 'bahagia', 'banget', 'tuh', 'ga', 'malu'];semoga ga putus lagi ya ka bella udah bahagia banget tuh ga malu;semoga ga putus lagi ya ka bella udah bahagia banget tuh ga malu;moga ga putus ya ka bella udah bahagia banget tuh ga malu
340;340;1;Yaampun cantiikk bangett aslii! Angguunn ??;yaampun cantiikk bangett aslii angguunn;['yaampun', 'cantiikk', 'bangett', 'aslii', 'angguunn'];['yaampun', 'cantiikk', 'bangett', 'aslii', 'angguunn'];yaampun cantiikk bangett aslii angguunn;yaampun cantiikk bangett aslii angguunn;yaampun cantiikk bangett asli angguunn
341;341;1; <USERNAME> euum setuju sekaliii emang cantikan ini dari pada yang sebelumnya. Lebih WOW... ?? terbaik ?? terpelihara hehe;username euum setuju sekaliii emang cantikan ini dari pada yang sebelumnya lebih wow terbaik terpelihara hehe;['username', 'euum', 'setuju', 'sekaliii', 'emang', 'cantikan', 'ini', 'dari', 'pada', 'yang', 'sebelumnya', 'lebih', 'wow', 'terbaik', 'terpelihara', 'hehe'];['username', 'euum', 'setuju', 'sekaliii', 'emang', 'cantikan', 'ini', 'dari', 'pada', 'yang', 'sebelumnya', 'lebih', 'wow', 'terbaik', 'terpelihara', 'hehe'];username euum setuju sekaliii emang cantikan ini dari pada yang sebelumnya lebih wow terbaik terpelihara hehe;username euum setuju sekaliii emang cantikan ini dari pada yang sebelumnya lebih wow terbaik terpelihara hehe;username euum tuju sekaliii emang cantik dari yang belum lebih wow baik pelihara hehe
342;342;1;Cantiik, senyumnya mirip Maudy Kusnaedi;cantiik senyumnya mirip maudy kusnaedi;['cantiik', 'senyumnya', 'mirip', 'maudy', 'kusnaedi'];['cantiik', 'senyumnya', 'mirip', 'maudy', 'kusnaedi'];cantiik senyumnya mirip maudy kusnaedi;cantiik senyumnya mirip maudy kusnaedi;cantiik senyum mirip maudy kusnaedi
